description,unspsc_code
Supply of Wireless internet router,43222609
Requisition for Electric cable insulated,26121505
"Acquired 12 units of 14"" business notebook",43211503
Acquired 10 units of Reinforcement bar bundle,30102307
Requisition for Bag of green apples,50192101
Requisition for Single core copper cable,26121505
Requisition for 10mm rebar,30102307
Purchased: Flexible wire 1.5mm - 50 units,26121505
"Invoice: 5 litre matte paint, qty 50",31211504
Acquired 10 units of Dozen large eggs,50131705
Acquired 2 units of Steamed white rice,50201700
Supply of Long grain white rice,50201700
Shipment: 50 x Dual-band WiFi 6 router,43222609
Acquired 25 units of Dual-band WiFi 6 router,43222609
Supply of Matte white emulsion 5L,31211504
Order of Panel made of concrete,30111504
Line item: Cavendish bananas 1kg,50192102
Shipment: 2 x Electric cable insulated,26121505
Order of Broadband router,43222609
Shipment: 2 x Matte white emulsion 5L,31211504
Requisition for Wall panel concrete 1x2m,30111504
Supply of Single core copper cable,26121505
"Procurement request: Carton of eggs, 5 pcs",50131705
Acquired 10 units of Workstation laptop,43211503
Shipment: 50 x Dozen large eggs,50131705
"Procurement request: Wireless internet router, 5 pcs",43222609
Line item: Basmati rice 2kg,50201700
Order of Interior wall paint white,31211504
Line item: House wiring cable,26121505
"Invoice: Rice 5kg bag, qty 2",50201700
Requisition for Wireless internet router,43222609
Acquired 25 units of White latex paint,31211504
Shipment: 25 x Broadband router,43222609
"Invoice: Fresh white eggs, qty 25",50131705
"Invoice: Wireless internet router, qty 25",43222609
"Invoice: Flexible wire 1.5mm, qty 12",26121505
Order of Loose apples (kg),50192101
Order of Fresh ripe bananas,50192102
Construction steel rods for site delivery,30102307
Purchased: Steel rebars 10mm - 12 units,30102307
Order of Organic hen eggs,50131705
Shipment: 1 x Heavy concrete board,30111504
Acquired 10 units of Loose apples (kg),50192101
Acquired 25 units of Red Washington apples 1kg,50192101
Supply of Pro business laptop,43211503
"Invoice: Flexible wire 1.5mm, qty 1",26121505
"Invoice: Yellow bananas, qty 2",50192102
Acquired 5 units of Wall coating matte white,31211504
Requisition for Broadband router,43222609
Shipment: 12 x Office network router,43222609
Supply of Interior wall paint white,31211504
Fresh ripe bananas for site delivery,50192102
Acquired 10 units of White jasmine rice,50201700
"Invoice: Red Washington apples 1kg, qty 1",50192101
"Procurement request: Fresh white eggs, 12 pcs",50131705
Order of Yellow bananas,50192102
Shipment: 5 x Wall coating matte white,31211504
Supply of Red Washington apples 1kg,50192101
"Invoice: Precast concrete slab, qty 50",30111504
Purchased: Dual-band WiFi 6 router - 12 units,43222609
Reinforcement bar bundle for site delivery,30102307
Purchased: Mild steel bars - 12 units,30102307
"Procurement request: Steamed white rice, 10 pcs",50201700
Acquired 25 units of Steel rebars 10mm,30102307
Dual-band WiFi 6 router for site delivery,43222609
"Procurement request: Matte white emulsion 5L, 12 pcs",31211504
Requisition for Panel made of concrete,30111504
Supply of Dual-band WiFi 6 router,43222609
Purchased: Fresh white eggs - 5 units,50131705
Requisition for Flexible wire 1.5mm,26121505
Heavy concrete board for site delivery,30111504
Purchased: Concrete wall unit - 25 units,30111504
Supply of Fresh ripe bananas,50192102
Requisition for Long grain white rice,50201700
Dual-band WiFi 6 router for site delivery,43222609
"Procurement request: Office laptop 512GB SSD, 50 pcs",43211503
"Invoice: 14"" business notebook, qty 1",43211503
Shipment: 12 x Reinforcement bar bundle,30102307
Requisition for House wiring cable,26121505
"Procurement request: Red Washington apples 1kg, 12 pcs",50192101
Line item: Yellow bananas,50192102
Order of Office network router,43222609
White jasmine rice for site delivery,50201700
Line item: Electric cable insulated,26121505
"Invoice: Reinforcement bar bundle, qty 2",30102307
Supply of Workstation laptop,43211503
"Invoice: Steel rebars 10mm, qty 10",30102307
Supply of Office laptop 512GB SSD,43211503
Supply of Banana bunch large,50192102
Line item: Carton of eggs,50131705
"Invoice: Dozen large eggs, qty 5",50131705
"Procurement request: Organic apples pack, 50 pcs",50192101
"Procurement request: Heavy concrete board, 10 pcs",30111504
Line item: Office network router,43222609
Line item: Workstation laptop,43211503
"Procurement request: White latex paint, 2 pcs",31211504
Supply of Rice 5kg bag,50201700
Purchased: Carton of eggs - 5 units,50131705
Requisition for Rice 5kg bag,50201700
Purchased: Yellow bananas - 12 units,50192102
Acquired 1 units of Electric cable insulated,26121505
Shipment: 50 x 12-pack eggs,50131705
"Requisition for 14"" business notebook",43211503
Supply of 12-pack eggs,50131705
Requisition for Laptop with 16GB RAM,43211503
Shipment: 12 x Basmati rice 2kg,50201700
Requisition for Carton of eggs,50131705
Acquired 1 units of Flexible wire 1.5mm,26121505
Line item: Gigabit router,43222609
Purchased: Fresh ripe bananas - 25 units,50192102
Line item: Wireless internet router,43222609
"Procurement request: Heavy concrete board, 50 pcs",30111504
Order of Basmati rice 2kg,50201700
Acquired 25 units of Laptop with 16GB RAM,43211503
Line item: House wiring cable,26121505
Shipment: 5 x Wall panel concrete 1x2m,30111504
Line item: White jasmine rice,50201700
"Procurement request: Electric cable insulated, 1 pcs",26121505
Supply of Dozen large eggs,50131705
"Invoice: Fresh ripe bananas, qty 5",50192102
Shipment: 50 x Workstation laptop,43211503
Shipment: 5 x Wall coating matte white,31211504
Shipment: 25 x Dozen large eggs,50131705
Organic hen eggs for site delivery,50131705
Order of Red Washington apples 1kg,50192101
"Invoice: Dual-band WiFi 6 router, qty 25",43222609
"Invoice: Wall coating matte white, qty 12",31211504
Acquired 10 units of 10mm rebar,30102307
Requisition for 12-pack eggs,50131705
Requisition for Construction steel rods,30102307
Purchased: Loose apples (kg) - 10 units,50192101
Requisition for Heavy concrete board,30111504
Supply of Interior wall paint white,31211504
Yellow bananas for site delivery,50192102
"Procurement request: Electric cable insulated, 5 pcs",26121505
White latex paint for site delivery,31211504
"Procurement request: Carton of eggs, 12 pcs",50131705
Requisition for Steamed white rice,50201700
"Procurement request: Banana bunch large, 50 pcs",50192102
"Invoice: Carton of eggs, qty 50",50131705
Line item: Pro business laptop,43211503
10mm rebar for site delivery,30102307
"Invoice: 14"" business notebook, qty 5",43211503
Requisition for Mild steel bars,30102307
Line item: Wall panel concrete 1x2m,30111504
Shipment: 25 x Long grain white rice,50201700
Acquired 2 units of Electric cable insulated,26121505
"Invoice: Organic hen eggs, qty 2",50131705
Line item: Office network router,43222609
Shipment: 2 x Dual-band WiFi 6 router,43222609
Acquired 12 units of White latex paint,31211504
Shipment: 10 x Fresh white eggs,50131705
"Invoice: Fresh white eggs, qty 1",50131705
Purchased: Precast concrete slab - 5 units,30111504
Purchased: Bag of green apples - 12 units,50192101
Shipment: 12 x Laptop with 16GB RAM,43211503
Acquired 1 units of Carton of eggs,50131705
Supply of Precast concrete slab,30111504
Acquired 50 units of Single core copper cable,26121505
Acquired 2 units of Organic apples pack,50192101
Purchased: Basmati rice 2kg - 5 units,50201700
Supply of Organic apples pack,50192101
Organic bananas for site delivery,50192102
Line item: Interior wall paint white,31211504
Requisition for Gigabit router,43222609
Purchased: Wall panel concrete 1x2m - 50 units,30111504
Line item: Matte white emulsion 5L,31211504
Line item: Single core copper cable,26121505
Supply of 10mm rebar,30102307
Acquired 25 units of Concrete wall unit,30111504
Requisition for Cavendish bananas 1kg,50192102
"Invoice: Laptop with 16GB RAM, qty 2",43211503
Purchased: 10mm rebar - 50 units,30102307
"Invoice: White jasmine rice, qty 12",50201700
Requisition for Office laptop 512GB SSD,43211503
Requisition for Fresh ripe bananas,50192102
Shipment: 10 x Workstation laptop,43211503
Order of Gigabit router,43222609
"Procurement request: Organic bananas, 50 pcs",50192102
Requisition for Yellow bananas,50192102
Shipment: 5 x Long grain white rice,50201700
"Procurement request: Broadband router, 12 pcs",43222609
Line item: Wall panel concrete 1x2m,30111504
Order of Organic hen eggs,50131705
Order of Organic bananas,50192102
Shipment: 1 x Reinforcement bar bundle,30102307
"Invoice: Long grain white rice, qty 25",50201700
Supply of Laptop with 16GB RAM,43211503
Broadband router for site delivery,43222609
Requisition for Steel rebars 10mm,30102307
Requisition for Laptop with 16GB RAM,43211503
Order of Fresh ripe bananas,50192102
"Invoice: Dozen large eggs, qty 12",50131705
Shipment: 1 x Wall coating matte white,31211504
Bag of green apples for site delivery,50192101
Shipment: 1 x Long grain white rice,50201700
White latex paint for site delivery,31211504
"Procurement request: Fresh ripe bananas, 5 pcs",50192102
Requisition for Laptop with 16GB RAM,43211503
Construction steel rods for site delivery,30102307
Line item: Precast concrete slab,30111504
"Procurement request: Reinforcement bar bundle, 25 pcs",30102307
Requisition for Interior wall paint white,31211504
12-pack eggs for site delivery,50131705
Line item: Steel rebars 10mm,30102307
Requisition for Rice 5kg bag,50201700
Supply of Construction steel rods,30102307
Acquired 12 units of Cavendish bananas 1kg,50192102
Supply of Panel made of concrete,30111504
Purchased: Bag of green apples - 12 units,50192101
Purchased: Panel made of concrete - 25 units,30111504
Order of Rice 5kg bag,50201700
Requisition for White latex paint,31211504
Line item: White latex paint,31211504
"Procurement request: 100m copper wire roll, 5 pcs",26121505
Line item: Reinforcement bar bundle,30102307
"Invoice: Gigabit router, qty 50",43222609
Order of Dozen large eggs,50131705
Supply of Fresh ripe bananas,50192102
Requisition for Red Washington apples 1kg,50192101
Requisition for Pro business laptop,43211503
Acquired 12 units of Basmati rice 2kg,50201700
Supply of Wall panel concrete 1x2m,30111504
"Acquired 2 units of 14"" business notebook",43211503
"Procurement request: Mild steel bars, 10 pcs",30102307
Supply of Precast concrete slab,30111504
Order of Long grain white rice,50201700
Organic bananas for site delivery,50192102
Order of Panel made of concrete,30111504
Order of Steel rebars 10mm,30102307
"Invoice: Steel rebars 10mm, qty 10",30102307
Acquired 50 units of Gigabit router,43222609
"Procurement request: Laptop with 16GB RAM, 2 pcs",43211503
"Order of 14"" business notebook",43211503
Acquired 1 units of Rice 5kg bag,50201700
Pro business laptop for site delivery,43211503
"Procurement request: Carton of eggs, 1 pcs",50131705
"Invoice: Carton of eggs, qty 5",50131705
10mm rebar for site delivery,30102307
Acquired 1 units of Cavendish bananas 1kg,50192102
Purchased: Red Washington apples 1kg - 1 units,50192101
Requisition for Organic hen eggs,50131705
Acquired 50 units of Steel rebars 10mm,30102307
"Procurement request: Long grain white rice, 2 pcs",50201700
Supply of Rice 5kg bag,50201700
"Procurement request: Yellow bananas, 1 pcs",50192102
"Invoice: 100m copper wire roll, qty 2",26121505
Requisition for 100m copper wire roll,26121505
Supply of Organic hen eggs,50131705
Shipment: 1 x Yellow bananas,50192102
Supply of Wireless internet router,43222609
Purchased: Pro business laptop - 10 units,43211503
Shipment: 50 x Gigabit router,43222609
Purchased: Wall coating matte white - 2 units,31211504
Order of Organic apples pack,50192101
Order of Single core copper cable,26121505
Supply of Organic apples pack,50192101
Purchased: Wall coating matte white - 10 units,31211504
"Invoice: Dozen large eggs, qty 25",50131705
"Order of 14"" business notebook",43211503
"Procurement request: Flexible wire 1.5mm, 10 pcs",26121505
Yellow bananas for site delivery,50192102
Reinforcement bar bundle for site delivery,30102307
Requisition for Precast concrete slab,30111504
Supply of Construction steel rods,30102307
"Procurement request: Office network router, 5 pcs",43222609
Purchased: Organic hen eggs - 1 units,50131705
Line item: Interior wall paint white,31211504
"Invoice: Steel rebars 10mm, qty 10",30102307
Requisition for Organic hen eggs,50131705
Purchased: Single core copper cable - 10 units,26121505
Supply of Office laptop 512GB SSD,43211503
"Invoice: Fresh ripe bananas, qty 50",50192102
Order of Pro business laptop,43211503
Wireless internet router for site delivery,43222609
Requisition for 5 litre matte paint,31211504
Supply of Bag of green apples,50192101
Requisition for Steel rebars 10mm,30102307
Acquired 2 units of Carton of eggs,50131705
Organic bananas for site delivery,50192102
Order of Steel rebars 10mm,30102307
Purchased: Interior wall paint white - 50 units,31211504
Rice 5kg bag for site delivery,50201700
Concrete wall unit for site delivery,30111504
Shipment: 50 x Cavendish bananas 1kg,50192102
"Procurement request: Steel rebars 10mm, 1 pcs",30102307
Order of Organic apples pack,50192101
Requisition for Heavy concrete board,30111504
Requisition for Organic apples pack,50192101
"Invoice: Wireless internet router, qty 5",43222609
"Invoice: Office laptop 512GB SSD, qty 1",43211503
Line item: Panel made of concrete,30111504
Requisition for Office laptop 512GB SSD,43211503
Dozen large eggs for site delivery,50131705
Requisition for Long grain white rice,50201700
Acquired 50 units of Electric cable insulated,26121505
"Procurement request: Organic apples pack, 10 pcs",50192101
"Procurement request: Flexible wire 1.5mm, 12 pcs",26121505
Requisition for Single core copper cable,26121505
"Procurement request: Steel rebars 10mm, 12 pcs",30102307
Supply of Matte white emulsion 5L,31211504
"Procurement request: Carton of eggs, 50 pcs",50131705
